"Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
46,"M","High School","Married","$80K - $120K",3,11670,4277,89
47,"F","High School","Single","$40K - $60K",1,1596,5678,81
53,"M","High School","Married","$60K - $80K",4,1590,4229,73
55,"M","Graduate","Single","$80K - $120K",5,4994,4802,81
51,"F","Graduate","Married","$40K - $60K",2,16406,4075,75
46,"F","Graduate","Married","Less than $40K",3,1438.3,2658,43
38,"F","Graduate","Married","Less than $40K",4,1757,4121,81
47,"F","High School","Divorced","Less than $40K",4,2776,4318,68
36,"M","Graduate","Married","$80K - $120K",3,5015,2491,43
40,"M","Graduate","Single","$60K - $80K",2,8529,4252,68
49,"F","Graduate","Married","Less than $40K",2,1604,4253,68
45,"F","Graduate","Married","Less than $40K",3,2493,4473,76
38,"F","High School","Single","Less than $40K",3,1568,2812,59
48,"M","Graduate","Single","$40K - $60K",3,3261,4242,65
34,"F","Graduate","Unknown","Less than $40K",1,2207,4159,64
46,"F","College","Married","Less than $40K",2,1723,4112,82
49,"F","Post-Graduate","Married","Less than $40K",4,1644,4898,82
48,"F","College","Married","Less than $40K",2,1745,2297,44
42,"F","Graduate","Single","$40K - $60K",2,3376,4629,75
47,"M","Graduate","Married","$60K - $80K",3,7298,4512,72
45,"M","Graduate","Single","$80K - $120K",3,8383,2600,44
41,"M","High School","Unknown","$40K - $60K",4,3600,4184,61
45,"F","High School","Single","$40K - $60K",2,4595,3746,68
51,"F","Graduate","Divorced","Less than $40K",4,2987,4339,72
37,"F","Graduate","Married","Less than $40K",1,1438.3,4733,89
39,"F","Graduate","Single","Less than $40K",3,1809,4452,83
37,"F","Post-Graduate","Married","Less than $40K",3,1586,2109,41
48,"F","Graduate","Married","Less than $40K",3,2109,2935,60
39,"M","Graduate","Married","$80K - $120K",2,2981,4824,76
47,"M","College","Divorced","$80K - $120K",1,5295,4412,90
51,"F","Graduate","Single","$40K - $60K",3,4708,2179,50
54,"M","High School","Married","$60K - $80K",1,2210,4798,86
48,"M","High School","Single","$60K - $80K",4,2384,3149,59
35,"M","College","Married","Less than $40K",3,2311,4730,89
50,"M","College","Married","$120K +",2,3390,4128,73
54,"M","High School","Single","$80K - $120K",3,34516,1201,22
52,"F","Graduate","Single","Less than $40K",3,2484,4084,86
40,"F","High School","Single","Less than $40K",5,2932,4795,82
45,"F","Post-Graduate","Unknown","Less than $40K",2,2658,4774,92
44,"F","Graduate","Single","$40K - $60K",4,1484,4819,74
42,"F","High School","Married","$40K - $60K",3,1585,2360,40
51,"F","Doctorate","Married","Less than $40K",1,2066,4678,91
47,"M","High School","Married","$60K - $80K",4,20789,4105,67
48,"F","Graduate","Single","Less than $40K",2,1449,4797,88
48,"F","Graduate","Single","Less than $40K",4,1815,4519,76
46,"F","Graduate","Divorced","Less than $40K",3,1592,4615,90
44,"M","Graduate","Unknown","$60K - $80K",4,2991,4646,62
49,"M","Graduate","Unknown","$80K - $120K",4,34516,1592,35
58,"M","High School","Single","$80K - $120K",3,22981,4192,66
38,"F","Graduate","Single","$40K - $60K",2,2358,4922,80
48,"M","Graduate","Single","$80K - $120K",4,22067,3577,64
43,"F","College","Single","Less than $40K",3,2023,5098,79
59,"M","Graduate","Single","$60K - $80K",3,1438.3,4297,65
40,"M","Post-Graduate","Single","$80K - $120K",4,8958,2131,43
60,"F","Graduate","Married","$40K - $60K",2,3361,4589,69
47,"M","Doctorate","Divorced","$40K - $60K",2,4786,4973,74
51,"F","Doctorate","Single","Less than $40K",3,1438.3,4653,74
42,"F","Doctorate","Single","Less than $40K",1,2725,4965,85
52,"F","Graduate","Married","Less than $40K",1,1438.3,5015,68
57,"F","Graduate","Married","Less than $40K",4,1759,2705,35
46,"M","Graduate","Married","Less than $40K",2,2206,4455,67
47,"F","College","Married","Less than $40K",4,3300,3784,55
26,"F","High School","Married","Less than $40K",3,5422,4460,62
44,"F","Graduate","Unknown","Less than $40K",4,3017,2096,50
53,"M","College","Single","$120K +",4,34516,4485,86
33,"M","Graduate","Single","$60K - $80K",3,1819,2254,45
48,"F","High School","Married","$40K - $60K",2,1438.3,2520,45
45,"M","Doctorate","Married","$120K +",3,1686,4413,77
53,"M","High School","Single","$60K - $80K",1,3858,4472,92
44,"M","Graduate","Divorced","$60K - $80K",3,11651,3870,64
50,"F","Graduate","Single","Less than $40K",3,3423,2229,45
40,"F","Doctorate","Married","Less than $40K",2,2984,2373,53
37,"F","High School","Single","Less than $40K",3,1653,2284,35
56,"F","College","Married","$40K - $60K",2,4384,4792,91
43,"F","High School","Unknown","Less than $40K",3,1824,4594,86
55,"M","High School","Married","$120K +",2,17627,4836,74
44,"F","College","Married","Less than $40K",3,5357,1979,48
51,"F","Post-Graduate","Single","$40K - $60K",1,2275,4807,72
54,"F","High School","Divorced","Less than $40K",3,3591,2313,43
44,"M","Graduate","Single","$40K - $60K",1,19360,3966,78
45,"F","High School","Married","$40K - $60K",4,2851,3916,64
49,"F","High School","Married","Less than $40K",2,2951,2519,36
38,"F","Doctorate","Married","Less than $40K",1,1438.3,4475,74
54,"M","College","Single","$120K +",2,9090,2239,43
45,"M","Graduate","Married","$120K +",3,34516,3643,59
40,"F","High School","Divorced","Less than $40K",6,2917,4736,79
41,"F","High School","Single","$40K - $60K",3,1438.3,4300,68
37,"F","Graduate","Single","Less than $40K",2,1784,2348,47
43,"F","Graduate","Single","Less than $40K",4,8919,3923,73
60,"F","College","Married","Less than $40K",3,1634,4522,83
39,"F","College","Single","Less than $40K",2,2144,4571,85
34,"F","College","Married","Less than $40K",3,2164,5075,71
44,"F","Doctorate","Single","$40K - $60K",1,3659,4861,74
47,"F","High School","Married","Less than $40K",1,2946,4717,70
35,"F","Graduate","Married","$40K - $60K",2,1613,5000,85
42,"F","College","Married","Less than $40K",2,2043,5198,77
47,"M","College","Married","$40K - $60K",4,7106,5192,75
51,"F","High School","Single","$40K - $60K",3,5536,4281,82
45,"F","College","Married","Less than $40K",2,1717,4301,64
42,"M","High School","Married","$60K - $80K",2,1866,2833,42
45,"F","College","Divorced","$40K - $60K",3,3076,2580,50
48,"M","Graduate","Single","$40K - $60K",2,7514,4789,69
52,"F","Graduate","Married","$40K - $60K",4,2804,4357,69
58,"F","Post-Graduate","Divorced","Less than $40K",1,1817,2347,45
43,"F","High School","Married","Less than $40K",3,2590,3391,66
39,"F","College","Single","$40K - $60K",3,4938,4516,82
53,"M","College","Single","$60K - $80K",1,19940,4694,75
40,"M","Graduate","Single","$40K - $60K",3,2583,4500,83
62,"F","Graduate","Single","Less than $40K",2,2616,4655,68
59,"F","Graduate","Married","Less than $40K",3,1708,1992,38
53,"F","Graduate","Divorced","Less than $40K",4,3424,4485,61
48,"F","Post-Graduate","Married","Less than $40K",3,2640,4956,72
54,"F","Graduate","Married","$40K - $60K",4,1606,2258,37
41,"M","Graduate","Married","$60K - $80K",2,5633,3695,75
57,"F","Graduate","Married","Less than $40K",2,1438.3,4970,87
50,"F","High School","Married","Less than $40K",2,2590,4248,73
55,"M","High School","Single","$60K - $80K",2,1602,4873,97
50,"F","Graduate","Married","Less than $40K",2,2080,5130,82
47,"M","Graduate","Divorced","$60K - $80K",2,4786,5039,76
53,"F","Graduate","Single","Less than $40K",2,2375,5000,76
60,"F","Graduate","Married","Less than $40K",4,1977,4393,72
42,"M","Post-Graduate","Married","$80K - $120K",2,13908,4319,81
52,"F","Graduate","Married","$40K - $60K",3,19220,4642,81
44,"F","High School","Single","Less than $40K",3,2709,5056,89
38,"M","High School","Single","$60K - $80K",4,1503,4439,77
51,"M","High School","Married","$80K - $120K",2,9186,4986,88
50,"F","Graduate","Single","Less than $40K",2,2165,4194,72
53,"F","Graduate","Married","Less than $40K",1,2404,4519,72
47,"F","Graduate","Married","Less than $40K",3,1666,2816,38
41,"M","Graduate","Single","$60K - $80K",1,8228,4933,68
54,"F","Doctorate","Single","Less than $40K",1,3186,4077,75
43,"F","High School","Divorced","Less than $40K",2,1662,2326,31
42,"F","Graduate","Single","Less than $40K",2,2053,3053,50
45,"F","Graduate","Married","Less than $40K",1,1927,5127,81
48,"M","High School","Married","$60K - $80K",4,3879,5158,79
42,"F","Graduate","Married","Less than $40K",3,2031,2702,32
46,"F","Graduate","Married","Less than $40K",2,2330,3917,71
46,"F","College","Married","Less than $40K",4,1438.3,4283,88
59,"M","High School","Divorced","Less than $40K",5,1438.3,2589,49
60,"M","Graduate","Married","$120K +",3,5130,4601,88
49,"F","Graduate","Married","Less than $40K",2,5153,4274,81
47,"F","College","Single","Less than $40K",2,2500,4265,87
42,"M","Graduate","Single","$40K - $60K",3,2654,4767,82
35,"F","College","Single","Less than $40K",3,3611,2178,45
44,"F","Graduate","Single","Less than $40K",2,4606,4363,78
50,"M","Post-Graduate","Married","$80K - $120K",1,9873,4613,82
46,"F","Graduate","Single","Less than $40K",1,1555,5490,86
52,"F","Graduate","Married","Less than $40K",3,2160,2360,56
44,"F","High School","Single","Less than $40K",3,5362,3851,87
43,"F","Graduate","Unknown","Less than $40K",4,1834,5653,79
52,"F","Graduate","Married","Less than $40K",4,2577,5021,75
47,"M","Graduate","Single","$60K - $80K",3,2721,4557,71
50,"F","Graduate","Married","Less than $40K",2,2925,3913,47
44,"F","Graduate","Unknown","Less than $40K",3,1545,2646,39
49,"F","Graduate","Married","Less than $40K",3,2212,2394,55
46,"M","High School","Single","$120K +",1,13001,3671,55
50,"M","Post-Graduate","Single","$60K - $80K",3,2317,2214,41
41,"F","High School","Unknown","Less than $40K",2,1867,4537,60
50,"F","Doctorate","Single","Less than $40K",3,2595,2526,41
46,"F","College","Divorced","Less than $40K",3,1438.3,4311,77
46,"F","Graduate","Married","Less than $40K",1,1696,4410,84
51,"F","High School","Married","Less than $40K",3,2791,2584,49
51,"F","Graduate","Single","$40K - $60K",3,2146,4253,74
44,"F","Graduate","Divorced","$40K - $60K",2,4269,4178,75
45,"F","Graduate","Married","$40K - $60K",6,4195,4430,72
48,"F","College","Married","Less than $40K",2,1832,4376,87
37,"F","High School","Married","Less than $40K",2,2588,4159,83
46,"F","College","Married","$40K - $60K",1,2423,4717,80
51,"M","College","Married","$120K +",2,5232,4976,93
42,"F","College","Divorced","Less than $40K",3,2283,4377,64
35,"F","High School","Single","Less than $40K",2,2684,4657,76
37,"F","College","Single","$40K - $60K",2,1438.3,4730,80
42,"F","Graduate","Married","Less than $40K",2,2730,4750,76
43,"F","College","Unknown","$40K - $60K",1,1438.3,4528,83
44,"M","Graduate","Single","$80K - $120K",2,10834,2249,51
44,"F","College","Married","Less than $40K",1,1522,4835,70
41,"F","Graduate","Married","$40K - $60K",2,2329,4382,70
43,"F","Graduate","Single","$40K - $60K",3,2434,4739,76
45,"F","Doctorate","Married","Less than $40K",2,1438.3,4376,84
40,"F","Graduate","Single","Less than $40K",3,2206,5196,92
50,"F","College","Married","$40K - $60K",2,3600,4946,75
46,"M","High School","Unknown","$60K - $80K",3,7116,4759,81
37,"F","College","Married","Less than $40K",2,1788,3511,56
34,"F","Graduate","Married","Less than $40K",2,5021,2270,40
43,"M","Graduate","Married","$40K - $60K",2,4396,4771,78
40,"F","Graduate","Single","Less than $40K",2,2558,4635,82
40,"M","Doctorate","Married","$40K - $60K",3,2313,2249,42
44,"F","Graduate","Divorced","Less than $40K",3,1791,5109,79
42,"F","Graduate","Married","Less than $40K",2,2526,4267,72
42,"F","Graduate","Married","$40K - $60K",3,2918,2056,54
45,"M","High School","Married","$60K - $80K",1,4995,4389,82
34,"M","Graduate","Married","$40K - $60K",2,3323,4610,78
56,"F","Graduate","Married","Less than $40K",1,2464,4610,76
34,"F","Graduate","Unknown","Less than $40K",1,2730,4530,72
43,"M","College","Single","$80K - $120K",4,4617,1779,35
50,"M","Graduate","Married","$120K +",2,8220,4794,77
40,"F","College","Single","Less than $40K",3,5716,4387,79
40,"M","High School","Married","$60K - $80K",3,5869,2203,41
56,"F","College","Single","Less than $40K",3,2272,2354,49
49,"F","High School","Married","Less than $40K",2,2598,4396,78
50,"M","Graduate","Single","$60K - $80K",1,10762,4509,71
39,"M","Graduate","Married","$60K - $80K",3,1982,4313,62
52,"F","Graduate","Single","Less than $40K",3,2437,3068,53
42,"F","High School","Single","Less than $40K",2,2563,4838,70
49,"M","Graduate","Married","$80K - $120K",2,4576,3100,54
39,"F","College","Single","$40K - $60K",2,1776,2201,31
45,"F","Post-Graduate","Married","Less than $40K",2,2911,4450,62
47,"M","Graduate","Married","$60K - $80K",2,2257,4618,94
46,"M","College","Married","$60K - $80K",2,1681,1953,48
48,"F","High School","Unknown","Less than $40K",2,2363,2635,40
53,"F","Graduate","Married","Less than $40K",1,1562,4574,81
49,"F","Graduate","Unknown","$40K - $60K",1,3088,5095,77
55,"F","College","Single","Less than $40K",2,1438.3,4660,87
34,"F","High School","Married","$40K - $60K",1,2432,4760,69
44,"M","High School","Single","$40K - $60K",1,2197,4548,64
39,"M","Graduate","Single","$80K - $120K",3,10009,4347,75
47,"F","Post-Graduate","Unknown","$40K - $60K",1,3979,4598,67
42,"M","High School","Divorced","$80K - $120K",2,11946,4862,77
31,"F","High School","Single","Less than $40K",2,2239,4986,83
52,"F","Doctorate","Married","Less than $40K",1,1663,4875,86
39,"F","Graduate","Married","$40K - $60K",1,3649,3964,77
57,"F","College","Single","Less than $40K",1,2894,5405,87
46,"M","College","Single","$60K - $80K",2,1621,4719,73
45,"F","Graduate","Unknown","$40K - $60K",2,5562,4568,76
46,"F","High School","Married","Less than $40K",2,2374,4253,81
37,"M","High School","Single","$120K +",2,7361,2109,44
41,"F","College","Divorced","Less than $40K",3,1569,2288,45
57,"F","High School","Unknown","$40K - $60K",1,2542,4518,88
30,"F","Graduate","Single","Less than $40K",2,1438.3,4322,68
47,"M","Graduate","Unknown","$40K - $60K",3,2335,4267,81
36,"M","College","Single","$80K - $120K",2,5821,5291,96
47,"F","Graduate","Divorced","Less than $40K",3,2182,3935,77
53,"F","Graduate","Married","Less than $40K",4,3319,4560,84
52,"F","Graduate","Married","Less than $40K",3,3021,4105,76
49,"M","College","Married","$80K - $120K",2,29219,4575,84
52,"F","High School","Single","Less than $40K",2,1438.3,4664,77
26,"F","Graduate","Single","Less than $40K",1,1486,4535,82
39,"F","Graduate","Single","Less than $40K",3,2077,3647,69
43,"F","Graduate","Married","Less than $40K",2,2725,4430,66
46,"M","High School","Married","$120K +",3,9880,4609,80
58,"M","High School","Divorced","$60K - $80K",2,2467,4744,73
46,"M","Graduate","Divorced","$60K - $80K",2,5397,4734,96
50,"M","Graduate","Single","$80K - $120K",3,3370,4726,86
55,"F","College","Married","$40K - $60K",1,2240,3623,71
48,"F","High School","Married","Less than $40K",4,4170,4532,94
46,"M","Graduate","Single","$60K - $80K",3,21839,5623,94
42,"M","Graduate","Married","$60K - $80K",1,2131,4264,81
41,"F","High School","Single","Less than $40K",2,2787,4949,76
48,"F","Graduate","Unknown","Less than $40K",3,1438.3,4601,78
43,"F","High School","Unknown","Less than $40K",2,2605,5298,79
42,"M","Graduate","Single","$60K - $80K",2,5169,4656,88
49,"M","College","Unknown","$80K - $120K",3,4694,3798,56
50,"F","Graduate","Single","Less than $40K",3,1848,4600,69
54,"M","High School","Married","$120K +",2,5256,5078,91
48,"F","Graduate","Unknown","Less than $40K",2,1708,4880,79
57,"F","Graduate","Married","Less than $40K",3,1629,4897,83
54,"M","College","Single","$60K - $80K",1,20401,4637,75
56,"M","Graduate","Divorced","$120K +",3,3296,4327,66
48,"M","Graduate","Married","$120K +",1,8956,4814,73
49,"F","College","Married","Less than $40K",3,1438.3,4094,64
46,"F","Graduate","Single","Less than $40K",2,2671,4519,79
58,"F","College","Married","Less than $40K",3,2493,4867,90
59,"F","Doctorate","Married","Less than $40K",3,2687,4697,81
38,"F","High School","Married","Less than $40K",3,4196,1868,30
41,"M","Post-Graduate","Single","$80K - $120K",2,17890,4831,81
48,"F","Graduate","Married","Less than $40K",6,1930,5033,87
40,"M","High School","Married","$80K - $120K",3,9599,4754,84
48,"F","Graduate","Married","$40K - $60K",4,7268,4199,80
38,"M","College","Married","$80K - $120K",3,3976,4372,69
52,"F","High School","Single","Less than $40K",2,1954,4897,70
48,"F","Post-Graduate","Married","$40K - $60K",3,2926,4219,78
46,"M","Graduate","Single","$80K - $120K",1,2371,4460,78
42,"F","College","Married","Less than $40K",3,1601,2339,41
36,"M","Graduate","Married","$80K - $120K",3,2262,4116,84
43,"F","Graduate","Divorced","Less than $40K",1,2525,4859,82
38,"F","High School","Married","Less than $40K",3,2450,4352,66
40,"F","Graduate","Single","Less than $40K",2,1438.3,2502,45
43,"F","Graduate","Unknown","Less than $40K",3,1971,5446,75
53,"F","College","Married","Less than $40K",3,1473,2836,48
55,"F","Graduate","Single","$40K - $60K",1,3187,4511,82
42,"F","Graduate","Married","Less than $40K",1,2346,4432,72
34,"F","Graduate","Single","Less than $40K",2,1438.3,4626,86
40,"F","High School","Single","Less than $40K",1,1826,4528,65
40,"F","Doctorate","Married","$40K - $60K",2,2208,2659,56
35,"F","High School","Married","Less than $40K",3,1476,4279,76
51,"F","Graduate","Single","Less than $40K",3,2927,4670,70
53,"M","Graduate","Unknown","$80K - $120K",2,4778,5489,74
43,"F","Graduate","Divorced","Less than $40K",2,1438.3,4484,78
46,"F","High School","Single","$40K - $60K",3,16239,3838,48
37,"M","High School","Married","$120K +",2,11726,4186,63
45,"F","High School","Married","Less than $40K",1,2647,4730,78
49,"F","Graduate","Divorced","$40K - $60K",2,1438.3,3886,77
54,"F","Doctorate","Single","Less than $40K",3,1764,4857,92
47,"F","Graduate","Married","Less than $40K",2,1776,4295,60
46,"M","College","Married","$120K +",3,1438.3,4833,69
46,"F","Post-Graduate","Married","Less than $40K",1,2552,4153,79
42,"F","Graduate","Single","Less than $40K",1,2996,4463,87
44,"F","College","Married","$40K - $60K",1,1701,4471,71
46,"F","Graduate","Unknown","Less than $40K",3,3025,4460,62
51,"M","High School","Single","$60K - $80K",1,3031,4690,85
57,"M","High School","Single","$60K - $80K",2,33211,3662,81
45,"F","Graduate","Single","Less than $40K",3,2288,4504,87
42,"F","Graduate","Unknown","Less than $40K",3,3413,2285,40
40,"M","College","Married","$40K - $60K",2,15471,3993,77
43,"F","High School","Unknown","$40K - $60K",2,4430,2742,49
44,"F","High School","Unknown","Less than $40K",3,3398,4509,93
34,"F","College","Married","Less than $40K",3,1696,2325,56
42,"M","High School","Single","$60K - $80K",3,4836,1870,45
55,"F","High School","Married","Less than $40K",1,1438.3,4755,76
45,"M","Graduate","Single","Less than $40K",2,1438.3,1253,29
57,"F","College","Unknown","Less than $40K",1,12675,3912,63
44,"F","High School","Single","Less than $40K",3,2228,2523,45
40,"F","High School","Married","Less than $40K",2,2813,4491,68
42,"F","Post-Graduate","Single","Less than $40K",3,3223,4916,79
55,"F","Graduate","Married","$40K - $60K",3,2653,5052,81
40,"M","Graduate","Divorced","$120K +",2,34516,3734,80
46,"F","High School","Divorced","Less than $40K",3,1870,4347,88
49,"F","High School","Married","Less than $40K",3,3038,4784,83
53,"F","Graduate","Single","Less than $40K",2,1944,4921,82
56,"F","Graduate","Single","$40K - $60K",2,2607,4949,74
43,"F","High School","Single","Less than $40K",3,1438.3,4401,73
62,"F","High School","Single","Less than $40K",2,3749,5083,69
42,"F","College","Divorced","$40K - $60K",3,3734,4792,87
33,"F","Doctorate","Married","$40K - $60K",2,2748,4314,75
57,"F","Graduate","Married","Less than $40K",1,2448,5464,98
49,"F","College","Married","Less than $40K",1,2548,4702,79
46,"F","College","Married","Less than $40K",1,1489,4669,94
52,"M","High School","Unknown","$60K - $80K",3,2597,5037,80
56,"F","Post-Graduate","Married","Less than $40K",2,3617,5416,76
41,"M","Graduate","Unknown","$80K - $120K",3,19782,2535,44
51,"F","Graduate","Single","Less than $40K",3,2522,4122,67
48,"F","College","Divorced","Less than $40K",3,3745,4550,78
59,"F","Graduate","Married","Less than $40K",2,2120,3882,92
45,"F","Graduate","Married","Less than $40K",3,2867,5311,81
45,"F","Graduate","Single","$40K - $60K",3,2293,5047,94
54,"M","High School","Single","$80K - $120K",3,7773,4272,69
51,"M","Graduate","Married","$120K +",1,7932,4024,92
48,"M","High School","Unknown","$40K - $60K",2,1753,4588,77
48,"F","Doctorate","Married","Less than $40K",1,5814,3796,74
53,"F","Graduate","Married","$40K - $60K",2,1989,5070,70
55,"F","College","Single","$40K - $60K",3,1843,4729,92
34,"F","Graduate","Married","$40K - $60K",3,2991,4414,77
43,"M","High School","Married","$60K - $80K",3,9560,4601,66
44,"F","High School","Unknown","Less than $40K",2,2616,2576,42
54,"F","Graduate","Single","Less than $40K",2,2939,2476,42
49,"M","Graduate","Single","$80K - $120K",3,5275,4213,74
56,"F","High School","Single","Less than $40K",1,3422,4922,84
33,"F","Graduate","Married","Less than $40K",2,3202,2917,37
42,"F","College","Single","Less than $40K",3,4150,4620,76
45,"M","Doctorate","Married","$80K - $120K",2,2226,4928,77
48,"F","High School","Married","$40K - $60K",2,1610,4243,85
52,"F","High School","Single","Less than $40K",3,1795,2281,55
50,"F","Graduate","Single","Less than $40K",2,1438.3,4550,78
37,"F","Graduate","Single","$40K - $60K",3,2886,4531,81
39,"F","Graduate","Single","Less than $40K",3,10024,3906,78
52,"F","Post-Graduate","Married","Less than $40K",4,1760,1554,35
38,"F","Graduate","Single","Less than $40K",1,1461,4769,76
51,"F","Graduate","Single","$40K - $60K",3,8840,2839,47
38,"F","Post-Graduate","Married","$40K - $60K",1,4468,4690,79
42,"M","College","Unknown","$60K - $80K",3,2516,4692,79
35,"F","High School","Married","Less than $40K",2,1555,2252,51
57,"M","Graduate","Unknown","$80K - $120K",1,1438.3,5140,82
57,"M","Graduate","Single","$120K +",2,17268,4077,90
57,"F","High School","Married","Less than $40K",2,1609,4770,85
43,"F","College","Single","Less than $40K",2,3342,5848,81
43,"M","High School","Married","$120K +",2,17228,2229,44
48,"M","Post-Graduate","Married","$40K - $60K",2,1898,3513,59
46,"F","College","Single","Less than $40K",2,1438.3,5005,79
52,"M","Graduate","Married","$60K - $80K",3,8185,4525,77
53,"M","College","Single","$60K - $80K",3,3096,4709,87
36,"F","College","Married","Less than $40K",2,1707,2060,52
38,"F","College","Married","Less than $40K",1,5523,4170,80
44,"F","Post-Graduate","Unknown","Less than $40K",1,7317,4100,76
53,"F","High School","Single","Less than $40K",1,1438.3,4978,73
54,"M","Graduate","Married","$80K - $120K",3,11114,5044,81
51,"M","High School","Single","$80K - $120K",2,10648,4930,89
45,"F","High School","Single","Less than $40K",3,2976,4799,83
52,"F","High School","Divorced","Less than $40K",3,6629,2599,50
48,"M","High School","Married","$80K - $120K",1,10761,4731,82
40,"F","High School","Married","Less than $40K",3,1968,5087,69
55,"M","Doctorate","Single","Less than $40K",2,3897,3681,62
40,"M","College","Divorced","$80K - $120K",1,34516,3510,62
33,"F","High School","Married","Less than $40K",1,2831,4460,65
53,"F","Graduate","Single","Less than $40K",3,1438.3,4704,79
46,"M","High School","Single","$80K - $120K",1,21350,4878,78
40,"M","High School","Unknown","$40K - $60K",1,1438.3,4215,79
47,"F","Graduate","Single","Less than $40K",3,1438.3,2295,51
38,"F","Graduate","Unknown","Less than $40K",3,2369,1924,48
42,"F","Graduate","Single","Less than $40K",1,3659,4068,61
38,"F","Graduate","Married","Less than $40K",5,2153,4268,85
47,"F","Post-Graduate","Single","Less than $40K",3,9430,4115,75
45,"M","High School","Married","$80K - $120K",2,34516,3247,70
44,"F","Graduate","Single","$40K - $60K",3,3897,4627,77
47,"M","Graduate","Single","$80K - $120K",1,11671,4168,71
42,"F","College","Single","$40K - $60K",1,2575,5267,83
42,"F","Graduate","Married","$40K - $60K",1,3433,4504,84
44,"M","High School","Married","$60K - $80K",2,7317,5082,86
46,"F","Graduate","Married","Less than $40K",2,4416,4894,84
39,"M","High School","Unknown","$60K - $80K",2,1715,5910,91
57,"F","Doctorate","Married","$40K - $60K",3,3667,5322,79
50,"F","Graduate","Married","Less than $40K",1,1438.3,5102,83
38,"F","High School","Married","$40K - $60K",3,2363,3904,66
38,"M","Graduate","Single","$80K - $120K",3,2155,3781,61
38,"F","Graduate","Married","$40K - $60K",3,4047,2134,34
55,"M","Graduate","Single","$80K - $120K",3,1854,4035,80
50,"M","High School","Married","$80K - $120K",3,5384,4338,75
33,"F","Graduate","Single","Less than $40K",2,5141,5859,82
44,"M","Graduate","Married","$120K +",2,3977,4076,62
41,"M","Graduate","Married","$60K - $80K",2,3786,5369,75
50,"F","High School","Married","Less than $40K",3,13384,4773,77
39,"M","High School","Single","$120K +",3,1726,1804,34
42,"F","College","Married","Less than $40K",1,2873,4897,71
33,"F","Doctorate","Single","Less than $40K",3,1438.3,4196,87
44,"F","College","Single","Less than $40K",3,1751,2078,37
42,"F","Graduate","Married","$40K - $60K",1,7434,4182,76
59,"F","Post-Graduate","Single","Less than $40K",1,1438.3,4919,72
43,"F","High School","Divorced","Less than $40K",3,8203,2613,46
59,"M","College","Single","$120K +",4,4789,2496,41
46,"M","Graduate","Single","$40K - $60K",2,2979,2061,38
40,"F","Graduate","Single","Less than $40K",3,2391,2857,40
49,"F","Graduate","Married","Less than $40K",2,3002,4851,74
42,"M","High School","Married","$60K - $80K",2,4162,3967,75
42,"F","High School","Married","$40K - $60K",3,2705,2602,43
60,"F","College","Married","Less than $40K",2,1671,5189,79
55,"F","College","Divorced","Less than $40K",3,3282,4674,84
50,"F","Post-Graduate","Single","Less than $40K",3,1529,4751,81
34,"F","Post-Graduate","Single","Less than $40K",3,2509,4837,74
48,"F","High School","Unknown","Less than $40K",2,1438.3,4236,83
46,"M","High School","Married","$120K +",2,4916,4813,87
42,"F","Graduate","Single","$40K - $60K",2,1528,5212,88
45,"M","Post-Graduate","Married","$60K - $80K",2,5945,3645,70
44,"F","Graduate","Married","Less than $40K",2,1438.3,4625,93
54,"F","Graduate","Married","Less than $40K",1,2598,4692,86
38,"F","High School","Married","$40K - $60K",1,5559,5344,82
51,"M","Graduate","Single","$80K - $120K",1,7562,5010,85
41,"F","High School","Married","Less than $40K",1,4662,4931,81
52,"F","Graduate","Single","Less than $40K",2,2904,4503,89
55,"F","High School","Single","$40K - $60K",3,2343,5167,78
47,"F","College","Married","Less than $40K",3,2780,4980,78
47,"F","Graduate","Married","Less than $40K",2,2234,2313,37
35,"F","Graduate","Single","Less than $40K",2,1649,2549,54
40,"F","Doctorate","Married","Less than $40K",2,1728,2191,38
41,"F","Graduate","Single","$40K - $60K",3,8482,4245,74
52,"M","High School","Single","$80K - $120K",3,3770,2387,51
41,"F","Graduate","Married","Less than $40K",2,1593,4853,78
38,"M","Graduate","Single","$40K - $60K",3,10486,4042,77
48,"F","Graduate","Single","Less than $40K",2,2168,2499,38
53,"M","Post-Graduate","Married","$80K - $120K",2,13679,4060,61
45,"F","Doctorate","Married","Less than $40K",2,2143,4404,77
57,"F","College","Married","Less than $40K",3,4945,4037,72
54,"F","High School","Single","Less than $40K",3,1921,4512,90
45,"F","Graduate","Single","Less than $40K",1,3001,4662,70
38,"F","Graduate","Single","$40K - $60K",1,2132,4874,78
45,"F","Doctorate","Married","Less than $40K",3,1663,2729,38
46,"F","Graduate","Single","$40K - $60K",3,2652,5329,83
41,"M","College","Married","$80K - $120K",2,5037,4379,67
31,"F","College","Divorced","Less than $40K",2,2061,4480,86
33,"F","Graduate","Married","Less than $40K",2,1507,4698,87
46,"F","High School","Married","Less than $40K",3,3073,4858,77
46,"M","Graduate","Married","$120K +",3,1754,4874,79
52,"F","High School","Single","Less than $40K",1,4209,5938,83
45,"M","College","Divorced","$40K - $60K",3,2449,5497,88
39,"M","College","Married","$80K - $120K",3,4618,2476,49
41,"F","College","Married","Less than $40K",1,1654,4596,82
